,Date,Type,B_Zero,B_Low,B_Medium,B_High
37,2021-08-18,Mixed-Use,17.0,41.0,36.0,78.0
38,2021-08-18,Multi-Unit,69.0,167.0,163.0,491.0
39,2021-08-18,Other,1.0,1.0,2.0,0.0
40,2021-08-18,Single-Family,928.0,1694.0,1243.0,2776.0
41,2021-09-22,Commercial,186.0,264.0,203.0,412.0
42,2021-09-22,Duplex,232.0,632.0,498.0,1534.0
43,2021-09-22,Empty Lot,2118.0,3608.0,532.0,8506.0
44,2021-09-22,Mixed-Use,17.0,40.0,36.0,78.0
45,2021-09-22,Multi-Unit,74.0,170.0,161.0,493.0
46,2021-09-22,Other,1.0,1.0,2.0,0.0
47,2021-09-22,Single-Family,945.0,1714.0,1276.0,2790.0
48,2021-10-15,Commercial,187.0,272.0,204.0,410.0
49,2021-10-15,Duplex,234.0,631.0,497.0,1540.0
50,2021-10-15,Empty Lot,2111.0,3620.0,532.0,8495.0
51,2021-10-15,Mixed-Use,17.0,40.0,35.0,80.0
52,2021-10-15,Multi-Unit,76.0,173.0,161.0,491.0
53,2021-10-15,Other,1.0,1.0,2.0,0.0
54,2021-10-15,Single-Family,940.0,1729.0,1291.0,2794.0
55,2021-11-24,Commercial,183.0,278.0,203.0,413.0
56,2021-11-24,Duplex,234.0,638.0,502.0,1545.0
57,2021-11-24,Empty Lot,2124.0,3614.0,535.0,8496.0
58,2021-11-24,Mixed-Use,17.0,40.0,34.0,80.0
59,2021-11-24,Multi-Unit,73.0,179.0,166.0,491.0
60,2021-11-24,Other,1.0,1.0,2.0,0.0
61,2021-11-24,Single-Family,943.0,1743.0,1296.0,2802.0
62,2021-12-20,Commercial,181.0,272.0,202.0,413.0
63,2021-12-20,Duplex,228.0,632.0,500.0,1546.0
64,2021-12-20,Empty Lot,2095.0,3596.0,529.0,8493.0
65,2021-12-20,Mixed-Use,16.0,39.0,33.0,81.0
66,2021-12-20,Multi-Unit,72.0,177.0,169.0,490.0
67,2021-12-20,Other,1.0,1.0,2.0,0.0
68,2021-12-20,Single-Family,907.0,1749.0,1296.0,2805.0
69,2021-12-22,Commercial,172.0,284.0,205.0,380.0
70,2021-12-22,Duplex,238.0,624.0,482.0,1488.0
71,2021-12-22,Empty Lot,2142.0,3597.0,488.0,8366.0
72,2021-12-22,Mixed-Use,17.0,37.0,30.0,78.0
73,2021-12-22,Multi-Unit,71.0,172.0,181.0,454.0
74,2021-12-22,Other,1.0,1.0,2.0,0.0
75,2021-12-22,Single-Family,864.0,1737.0,1179.0,2676.0
76,2022-01-23,Commercial,91.0,189.0,184.0,481.0
77,2022-01-23,Duplex,123.0,610.0,517.0,1560.0
78,2022-01-23,Empty Lot,1450.0,4095.0,631.0,8458.0
79,2022-01-23,Mixed-Use,8.0,30.0,34.0,85.0
80,2022-01-23,Multi-Unit,35.0,161.0,177.0,491.0
81,2022-01-23,Other,1.0,1.0,2.0,0.0
82,2022-01-23,Single-Family,540.0,1601.0,1312.0,2846.0
83,2022-02-21,Commercial,120.0,233.0,178.0,403.0
84,2022-02-21,Duplex,185.0,612.0,471.0,1532.0
85,2022-02-21,Empty Lot,1859.0,3748.0,585.0,8391.0
86,2022-02-21,Mixed-Use,12.0,32.0,29.0,79.0
87,2022-02-21,Multi-Unit,51.0,162.0,171.0,474.0
88,2022-02-21,Other,1.0,1.0,2.0,0.0
89,2022-02-21,Single-Family,636.0,1581.0,1229.0,2764.0
90,2022-03-10,Commercial,129.0,230.0,174.0,406.0
91,2022-03-10,Duplex,200.0,609.0,530.0,1556.0
92,2022-03-10,Empty Lot,1866.0,3663.0,572.0,8386.0
93,2022-03-10,Mixed-Use,12.0,33.0,30.0,80.0
94,2022-03-10,Multi-Unit,56.0,167.0,171.0,483.0
95,2022-03-10,Other,1.0,1.0,2.0,0.0
96,2022-03-10,Single-Family,689.0,1644.0,1303.0,2825.0
97,2022-04-23,Commercial,136.0,235.0,167.0,401.0
98,2022-04-23,Duplex,211.0,599.0,539.0,1540.0
99,2022-04-23,Empty Lot,1970.0,3610.0,530.0,8365.0
100,2022-04-23,Mixed-Use,13.0,37.0,29.0,78.0
101,2022-04-23,Multi-Unit,60.0,174.0,168.0,475.0
102,2022-04-23,Other,1.0,1.0,2.0,0.0
103,2022-04-23,Single-Family,719.0,1617.0,1310.0,2782.0
104,2022-06-05,Commercial,134.0,244.0,178.0,383.0
105,2022-06-05,Duplex,218.0,594.0,542.0,1520.0
106,2022-06-05,Empty Lot,2108.0,3755.0,467.0,8384.0
107,2022-06-05,Mixed-Use,14.0,37.0,31.0,74.0
108,2022-06-05,Multi-Unit,69.0,174.0,171.0,473.0
109,2022-06-05,Other,1.0,1.0,2.0,0.0
110,2022-06-05,Single-Family,780.0,1631.0,1293.0,2783.0
111,2022-06-23,Commercial,135.0,243.0,178.0,379.0
112,2022-06-23,Duplex,221.0,611.0,525.0,1508.0
113,2022-06-23,Empty Lot,2130.0,3743.0,455.0,8389.0
114,2022-06-23,Mixed-Use,12.0,38.0,33.0,71.0
115,2022-06-23,Multi-Unit,71.0,171.0,172.0,468.0
116,2022-06-23,Other,1.0,1.0,2.0,0.0
117,2022-06-23,Single-Family,811.0,1664.0,1228.0,2779.0
118,2022-07-17,Commercial,134.0,248.0,185.0,368.0
119,2022-07-17,Duplex,243.0,610.0,532.0,1510.0
120,2022-07-17,Empty Lot,2153.0,3740.0,438.0,8389.0
121,2022-07-17,Mixed-Use,12.0,35.0,38.0,70.0
122,2022-07-17,Multi-Unit,76.0,175.0,174.0,466.0
123,2022-07-17,Other,1.0,1.0,2.0,0.0
124,2022-07-17,Single-Family,826.0,1709.0,1214.0,2773.0
125,2022-08-11,Commercial,111.0,209.0,157.0,308.0
126,2022-08-11,Duplex,253.0,597.0,509.0,1315.0
127,2022-08-11,Empty Lot,2267.0,3952.0,520.0,8986.0
128,2022-08-11,Mixed-Use,10.0,32.0,37.0,61.0
129,2022-08-11,Multi-Unit,70.0,168.0,171.0,425.0
130,2022-08-11,Other,1.0,1.0,2.0,0.0
131,2022-08-11,Single-Family,818.0,1670.0,1196.0,2563.0
132,2022-09-13,Commercial,104.0,216.0,149.0,293.0
133,2022-09-13,Duplex,223.0,570.0,509.0,1327.0
134,2022-09-13,Empty Lot,2409.0,3804.0,502.0,9023.0
135,2022-09-13,Mixed-Use,8.0,30.0,31.0,64.0
136,2022-09-13,Multi-Unit,64.0,160.0,160.0,433.0
137,2022-09-13,Other,1.0,1.0,2.0,0.0
138,2022-09-13,Single-Family,730.0,1597.0,1199.0,2599.0
139,2022-10-18,Commercial,76.0,220.0,152.0,290.0
140,2022-10-18,Duplex,159.0,551.0,487.0,1352.0
141,2022-10-18,Empty Lot,2392.0,3824.0,509.0,9059.0
142,2022-10-18,Mixed-Use,7.0,28.0,32.0,64.0
143,2022-10-18,Multi-Unit,45.0,153.0,163.0,435.0
144,2022-10-18,Other,1.0,1.0,2.0,0.0
145,2022-10-18,Single-Family,587.0,1531.0,1203.0,2679.0
146,2022-11-17,Commercial,69.0,217.0,156.0,281.0
147,2022-11-17,Duplex,150.0,554.0,448.0,1376.0
148,2022-11-17,Empty Lot,2451.0,3859.0,496.0,9042.0
149,2022-11-17,Mixed-Use,6.0,22.0,34.0,66.0
150,2022-11-17,Multi-Unit,39.0,148.0,160.0,432.0
151,2022-11-17,Other,1.0,1.0,2.0,0.0
152,2022-11-17,Single-Family,525.0,1511.0,1173.0,2699.0
153,2022-12-26,Commercial,62.0,217.0,152.0,290.0
154,2022-12-26,Duplex,139.0,519.0,478.0,1370.0
155,2022-12-26,Empty Lot,2522.0,3916.0,492.0,9036.0
156,2022-12-26,Mixed-Use,8.0,23.0,30.0,68.0
157,2022-12-26,Multi-Unit,37.0,148.0,155.0,438.0
158,2022-12-26,Other,1.0,1.0,2.0,0.0
159,2022-12-26,Single-Family,477.0,1433.0,1193.0,2722.0
160,2023-03-28,Commercial,70.0,269.0,146.0,205.0
161,2023-03-28,Duplex,133.0,551.0,442.0,1225.0
162,2023-03-28,Empty Lot,3901.0,2969.0,268.0,8762.0
163,2023-03-28,Mixed-Use,8.0,31.0,27.0,56.0
164,2023-03-28,Multi-Unit,42.0,180.0,148.0,383.0
165,2023-03-28,Other,1.0,1.0,2.0,0.0
166,2023-03-28,Single-Family,437.0,1431.0,1135.0,2339.0
167,2023-04-22,Commercial,69.0,267.0,143.0,211.0
168,2023-04-22,Duplex,128.0,561.0,446.0,1213.0
169,2023-04-22,Empty Lot,3966.0,2877.0,266.0,8773.0
170,2023-04-22,Mixed-Use,7.0,31.0,26.0,57.0
171,2023-04-22,Multi-Unit,44.0,182.0,147.0,380.0
172,2023-04-22,Other,1.0,1.0,2.0,0.0
173,2023-04-22,Single-Family,430.0,1444.0,1133.0,2324.0
174,2023-05-02,Commercial,33.0,125.0,140.0,413.0
175,2023-05-02,Duplex,47.0,482.0,535.0,1377.0
176,2023-05-02,Empty Lot,1279.0,4971.0,599.0,9114.0
177,2023-05-02,Mixed-Use,4.0,13.0,28.0,78.0
178,2023-05-02,Multi-Unit,8.0,120.0,188.0,452.0
179,2023-05-02,Other,1.0,1.0,2.0,0.0
180,2023-05-02,Single-Family,177.0,1393.0,1363.0,2758.0
181,2023-11-01,Commercial,51.0,219.0,151.0,293.0
182,2023-11-01,Duplex,88.0,476.0,489.0,1305.0
183,2023-11-01,Empty Lot,2173.0,4406.0,437.0,8892.0
184,2023-11-01,Mixed-Use,7.0,28.0,20.0,73.0
185,2023-11-01,Multi-Unit,28.0,160.0,173.0,407.0
186,2023-11-01,Other,1.0,1.0,2.0,0.0
187,2023-11-01,Single-Family,332.0,1314.0,1195.0,2712.0
